工作表,行号,列号,单元格,数据值,公式
KSK线束BOM明细,123,E,E123,N,
KSK线束BOM明细,123,F,F123,A06101606,
KSK线束BOM明细,123,H,H123,4,
KSK线束BOM明细,123,I,I123,PCS,
KSK线束BOM明细,123,J,J123,上海众安/海尔曼太通,
KSK线束BOM明细,123,K,K123,★,
KSK线束BOM明细,123,M,M123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,123,N,N123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,123,O,O123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,123,P,P123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,123,Q,Q123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,123,R,R123,=O123/1000*18.91+P123/1000*76.45+Q123/1000,=O123/1000*18.91+P123/1000*76.45+Q123/1000
KSK线束BOM明细,123,S,S123,=(N123+R123)*H123,=(N123+R123)*H123
KSK线束BOM明细,123,T,T123,=O123/1000*H123,=O123/1000*H123
KSK线束BOM明细,123,U,U123,=P123*H123,=P123*H123
KSK线束BOM明细,123,V,V123,=R123*H123,=R123*H123
KSK线束BOM明细,123,W,W123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,123,X,X123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,123,Y,Y123,"=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C123,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,124,A,A124,6608519100,
KSK线束BOM明细,124,B,B124,电动压缩机线束总成,
KSK线束BOM明细,124,C,C124,PP9121201,
KSK线束BOM明细,124,D,D124,25-31D管夹卡扣,
KSK线束BOM明细,124,E,E124,N,
KSK线束BOM明细,124,F,F124,A06004448,
KSK线束BOM明细,124,H,H124,1,
KSK线束BOM明细,124,I,I124,PCS,
KSK线束BOM明细,124,J,J124,上海众安/海尔曼太通,
KSK线束BOM明细,124,K,K124,★,
KSK线束BOM明细,124,M,M124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,124,N,N124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,124,O,O124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,124,P,P124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,124,Q,Q124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,124,R,R124,=O124/1000*18.91+P124/1000*76.45+Q124/1000,=O124/1000*18.91+P124/1000*76.45+Q124/1000
KSK线束BOM明细,124,S,S124,=(N124+R124)*H124,=(N124+R124)*H124
KSK线束BOM明细,124,T,T124,=O124/1000*H124,=O124/1000*H124
KSK线束BOM明细,124,U,U124,=P124*H124,=P124*H124
KSK线束BOM明细,124,V,V124,=R124*H124,=R124*H124
KSK线束BOM明细,124,W,W124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,124,X,X124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,124,Y,Y124,"=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C124,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,125,A,A125,6608519100,
KSK线束BOM明细,125,B,B125,电动压缩机线束总成,
KSK线束BOM明细,125,C,C125,X1-BQ-01 标签140x30mm,
KSK线束BOM明细,125,D,D125,产品标签,
KSK线束BOM明细,125,E,E125,N,
KSK线束BOM明细,125,F,F125,70002326,
KSK线束BOM明细,125,H,H125,1,
KSK线束BOM明细,125,I,I125,PCS,
KSK线束BOM明细,125,J,J125,洪众,
KSK线束BOM明细,125,M,M125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,125,N,N125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,125,O,O125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,125,P,P125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,125,Q,Q125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,125,R,R125,=O125/1000*18.91+P125/1000*76.45+Q125/1000,=O125/1000*18.91+P125/1000*76.45+Q125/1000
KSK线束BOM明细,125,S,S125,=(N125+R125)*H125,=(N125+R125)*H125
KSK线束BOM明细,125,T,T125,=O125/1000*H125,=O125/1000*H125
KSK线束BOM明细,125,U,U125,=P125*H125,=P125*H125
KSK线束BOM明细,125,V,V125,=R125*H125,=R125*H125
KSK线束BOM明细,125,W,W125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,125,X,X125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,125,Y,Y125,"=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C125,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,126,A,A126,6608442966,
KSK线束BOM明细,126,B,B126,组合式充电插座线束总成,
KSK线束BOM明细,126,C,C126,2523328-1,
KSK线束BOM明细,126,D,D126,组合式充电插座(带防尘盖),
KSK线束BOM明细,126,E,E126,N,
KSK线束BOM明细,126,F,F126,/,
KSK线束BOM明细,126,H,H126,1,
KSK线束BOM明细,126,I,I126,SET,
KSK线束BOM明细,126,J,J126,TE,
KSK线束BOM明细,126,K,K126,客户指定,
KSK线束BOM明细,126,L,L126,2523328-1,
KSK线束BOM明细,126,M,M126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,126,N,N126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,126,O,O126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,126,P,P126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,126,Q,Q126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,126,R,R126,=O126/1000*18.91+P126/1000*76.45+Q126/1000,=O126/1000*18.91+P126/1000*76.45+Q126/1000
KSK线束BOM明细,126,S,S126,=(N126+R126)*H126,=(N126+R126)*H126
KSK线束BOM明细,126,T,T126,=O126/1000*H126,=O126/1000*H126
KSK线束BOM明细,126,U,U126,=P126*H126,=P126*H126
KSK线束BOM明细,126,V,V126,=R126*H126,=R126*H126
KSK线束BOM明细,126,W,W126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,126,X,X126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,126,Y,Y126,"=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C126,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,127,A,A127,6608442966,
KSK线束BOM明细,127,B,B127,组合式充电插座线束总成,
KSK线束BOM明细,127,C,C127,1-2355517-1,
KSK线束BOM明细,127,D,D127,低压连接器总成（5PIN，5个端子，5个防水栓）,
KSK线束BOM明细,127,E,E127,N,
KSK线束BOM明细,127,F,F127,/,
KSK线束BOM明细,127,H,H127,1,
KSK线束BOM明细,127,I,I127,SET,
KSK线束BOM明细,127,J,J127,TE,
KSK线束BOM明细,127,K,K127,客户指定,
KSK线束BOM明细,127,L,L127,1-2355517-1,
KSK线束BOM明细,127,M,M127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,127,N,N127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,127,O,O127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,127,P,P127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,127,Q,Q127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,127,R,R127,=O127/1000*18.91+P127/1000*76.45+Q127/1000,=O127/1000*18.91+P127/1000*76.45+Q127/1000
KSK线束BOM明细,127,S,S127,=(N127+R127)*H127,=(N127+R127)*H127
KSK线束BOM明细,127,T,T127,=O127/1000*H127,=O127/1000*H127
KSK线束BOM明细,127,U,U127,=P127*H127,=P127*H127
KSK线束BOM明细,127,V,V127,=R127*H127,=R127*H127
KSK线束BOM明细,127,W,W127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,127,X,X127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,127,Y,Y127,"=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C127,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,128,A,A128,6608442966,
KSK线束BOM明细,128,B,B128,组合式充电插座线束总成,
KSK线束BOM明细,128,C,C128,1-2438787-1,
KSK线束BOM明细,128,D,D128,低压连接器总成（10PIN，10个端子，10个防水栓）,
KSK线束BOM明细,128,E,E128,N,
KSK线束BOM明细,128,F,F128,/,
KSK线束BOM明细,128,H,H128,1,
KSK线束BOM明细,128,I,I128,SET,
KSK线束BOM明细,128,J,J128,TE,
KSK线束BOM明细,128,K,K128,客户指定,
KSK线束BOM明细,128,L,L128,1-2438787-1,
KSK线束BOM明细,128,M,M128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,128,N,N128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,128,O,O128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,128,P,P128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,128,Q,Q128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,128,R,R128,=O128/1000*18.91+P128/1000*76.45+Q128/1000,=O128/1000*18.91+P128/1000*76.45+Q128/1000
KSK线束BOM明细,128,S,S128,=(N128+R128)*H128,=(N128+R128)*H128
KSK线束BOM明细,128,T,T128,=O128/1000*H128,=O128/1000*H128
KSK线束BOM明细,128,U,U128,=P128*H128,=P128*H128
KSK线束BOM明细,128,V,V128,=R128*H128,=R128*H128
KSK线束BOM明细,128,W,W128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,128,X,X128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,128,Y,Y128,"=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C128,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,129,A,A129,6608442966,
KSK线束BOM明细,129,B,B129,组合式充电插座线束总成,
KSK线束BOM明细,129,C,C129,5-2385463-1,
KSK线束BOM明细,129,D,D129,护套塑壳,
KSK线束BOM明细,129,E,E129,N,
KSK线束BOM明细,129,F,F129,A02101947,
KSK线束BOM明细,129,H,H129,1,
KSK线束BOM明细,129,I,I129,PCS,
KSK线束BOM明细,129,J,J129,TE,
KSK线束BOM明细,129,K,K129,客户指定,
KSK线束BOM明细,129,L,L129,5-2385463-1,
KSK线束BOM明细,129,M,M129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,129,N,N129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,129,O,O129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,129,P,P129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,129,Q,Q129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,129,R,R129,=O129/1000*18.91+P129/1000*76.45+Q129/1000,=O129/1000*18.91+P129/1000*76.45+Q129/1000
KSK线束BOM明细,129,S,S129,=(N129+R129)*H129,=(N129+R129)*H129
KSK线束BOM明细,129,T,T129,=O129/1000*H129,=O129/1000*H129
KSK线束BOM明细,129,U,U129,=P129*H129,=P129*H129
KSK线束BOM明细,129,V,V129,=R129*H129,=R129*H129
KSK线束BOM明细,129,W,W129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,129,X,X129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,129,Y,Y129,"=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C129,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,130,A,A130,6608442966,
KSK线束BOM明细,130,B,B130,组合式充电插座线束总成,
KSK线束BOM明细,130,C,C130,2377023-2,
KSK线束BOM明细,130,D,D130,端子,
KSK线束BOM明细,130,E,E130,N,
KSK线束BOM明细,130,F,F130,A03033091,
KSK线束BOM明细,130,H,H130,18,
KSK线束BOM明细,130,I,I130,PCS,
KSK线束BOM明细,130,J,J130,TE,
KSK线束BOM明细,130,K,K130,客户指定,
KSK线束BOM明细,130,M,M130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,130,N,N130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,130,O,O130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,130,P,P130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,130,Q,Q130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,130,R,R130,=O130/1000*18.91+P130/1000*76.45+Q130/1000,=O130/1000*18.91+P130/1000*76.45+Q130/1000
KSK线束BOM明细,130,S,S130,=(N130+R130)*H130,=(N130+R130)*H130
KSK线束BOM明细,130,T,T130,=O130/1000*H130,=O130/1000*H130
KSK线束BOM明细,130,U,U130,=P130*H130,=P130*H130
KSK线束BOM明细,130,V,V130,=R130*H130,=R130*H130
KSK线束BOM明细,130,W,W130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,130,X,X130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,130,Y,Y130,"=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C130,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,131,A,A131,6608442966,
KSK线束BOM明细,131,B,B131,组合式充电插座线束总成,
KSK线束BOM明细,131,C,C131,2377665-4,
KSK线束BOM明细,131,D,D131,防水栓,
KSK线束BOM明细,131,E,E131,N,
KSK线束BOM明细,131,F,F131,A03033097,
KSK线束BOM明细,131,H,H131,18,
KSK线束BOM明细,131,I,I131,PCS,
KSK线束BOM明细,131,J,J131,TE,
KSK线束BOM明细,131,K,K131,客户指定,
KSK线束BOM明细,131,M,M131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,131,N,N131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,131,O,O131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,131,P,P131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,131,Q,Q131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,131,R,R131,=O131/1000*18.91+P131/1000*76.45+Q131/1000,=O131/1000*18.91+P131/1000*76.45+Q131/1000
KSK线束BOM明细,131,S,S131,=(N131+R131)*H131,=(N131+R131)*H131
KSK线束BOM明细,131,T,T131,=O131/1000*H131,=O131/1000*H131
KSK线束BOM明细,131,U,U131,=P131*H131,=P131*H131
KSK线束BOM明细,131,V,V131,=R131*H131,=R131*H131
KSK线束BOM明细,131,W,W131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,131,X,X131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,131,Y,Y131,"=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C131,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,132,A,A132,6608442966,
KSK线束BOM明细,132,B,B132,组合式充电插座线束总成,
KSK线束BOM明细,132,C,C132,963143-1,
KSK线束BOM明细,132,D,D132,盲栓（1/8/15/22）,
KSK线束BOM明细,132,E,E132,N,
KSK线束BOM明细,132,F,F132,A02031363,
KSK线束BOM明细,132,H,H132,4,
KSK线束BOM明细,132,I,I132,PCS,
KSK线束BOM明细,132,J,J132,TE,
KSK线束BOM明细,132,K,K132,客户指定,
KSK线束BOM明细,132,M,M132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,132,N,N132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,132,O,O132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,132,P,P132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,132,Q,Q132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,132,R,R132,=O132/1000*18.91+P132/1000*76.45+Q132/1000,=O132/1000*18.91+P132/1000*76.45+Q132/1000
KSK线束BOM明细,132,S,S132,=(N132+R132)*H132,=(N132+R132)*H132
KSK线束BOM明细,132,T,T132,=O132/1000*H132,=O132/1000*H132
KSK线束BOM明细,132,U,U132,=P132*H132,=P132*H132
KSK线束BOM明细,132,V,V132,=R132*H132,=R132*H132
KSK线束BOM明细,132,W,W132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,132,X,X132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,132,Y,Y132,"=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C132,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,133,A,A133,6608442966,
KSK线束BOM明细,133,B,B133,组合式充电插座线束总成,
KSK线束BOM明细,133,C,C133,BH4309802,
KSK线束BOM明细,133,D,D133,箭头扎带卡花,
KSK线束BOM明细,133,E,E133,N,
KSK线束BOM明细,133,F,F133,A06100441,
KSK线束BOM明细,133,H,H133,1,
KSK线束BOM明细,133,I,I133,PCS,
KSK线束BOM明细,133,J,J133,博昊,
KSK线束BOM明细,133,K,K133,客户指定,
KSK线束BOM明细,133,M,M133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,133,N,N133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,133,O,O133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,133,P,P133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,133,Q,Q133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,133,R,R133,=O133/1000*18.91+P133/1000*76.45+Q133/1000,=O133/1000*18.91+P133/1000*76.45+Q133/1000
KSK线束BOM明细,133,S,S133,=(N133+R133)*H133,=(N133+R133)*H133
KSK线束BOM明细,133,T,T133,=O133/1000*H133,=O133/1000*H133
KSK线束BOM明细,133,U,U133,=P133*H133,=P133*H133
KSK线束BOM明细,133,V,V133,=R133*H133,=R133*H133
KSK线束BOM明细,133,W,W133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,133,X,X133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,133,Y,Y133,"=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C133,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,134,A,A134,6608442966,
KSK线束BOM明细,134,B,B134,组合式充电插座线束总成,
KSK线束BOM明细,134,C,C134,HVSPC2P1900FS112,
KSK线束BOM明细,134,D,D134,ODP端连接器（直流）,
KSK线束BOM明细,134,E,E134,N,
KSK线束BOM明细,134,F,F134,/,
KSK线束BOM明细,134,H,H134,1,
KSK线束BOM明细,134,I,I134,SET,
KSK线束BOM明细,134,J,J134,安费诺,
KSK线束BOM明细,134,K,K134,客户指定,
KSK线束BOM明细,134,L,L134,HVSPC2P1900FS112,
KSK线束BOM明细,134,M,M134,"=IFERROR(VLOOKUP($C134,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C134,二次物料明细!$A:$O,8,0),0)"
